Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Payment_Status
P10554,L5109,2025-07-07,7718,Paid
P10555,L5148,2025-04-23,30111,Paid
P10556,L5405,2025-06-30,41718,Paid
P10557,L6697,2025-07-18,78769,Paid
P10558,L5698,2025-03-11,82707,Paid
P10559,L6016,2026-08-21,13726,Paid
P10560,L6433,2026-04-30,95304,Paid
P10561,L6152,2026-02-03,20139,Paid
P10562,L6507,2026-07-05,68681,Paid
P10563,L5107,2025-01-10,47782,Paid
P10564,L5388,2025-01-03,22958,Late
P10565,L5424,2026-04-23,94739,Missed
P10566,L5446,2025-03-08,24307,Paid
P10567,L5917,2025-04-07,72134,Late
P10568,L6091,2026-06-15,16583,Paid
P10569,L6089,2025-11-14,20013,Late
P10570,L5655,2025-04-08,50984,Late
P10571,L6588,2025-02-26,47874,Paid
P10572,L6663,2025-04-17,43197,Paid
P10573,L6527,2025-03-29,12096,Paid
P10574,L6527,2026-01-06,74091,Late
P10575,L5320,2026-01-10,76533,Paid
P10576,L5718,2025-02-21,79345,Paid
P10577,L5727,2025-02-10,95901,Paid
P10578,L5579,2025-04-01,28618,Missed
P10579,L5446,2025-02-08,94500,Missed
P10580,L6597,2025-01-13,12868,Paid
P10581,L5209,2025-04-14,24882,Paid
P10582,L5848,2025-02-12,23639,Late
P10583,L5369,2025-07-28,39963,Late
P10584,L6587,2026-08-23,63464,Paid
P10585,L6651,2026-04-21,32470,Paid
P10586,L6481,2025-04-19,73714,Paid
P10587,L5576,2026-07-13,66670,Paid
P10588,L6665,2025-08-02,79434,Paid
P10589,L5688,2026-02-13,74102,Paid
P10590,L5789,2026-07-07,23353,Paid
P10591,L5991,2025-03-18,41188,Paid
P10592,L5162,2025-04-05,36375,Paid
P10593,L5976,2025-09-26,74210,Paid
P10594,L6355,2025-12-27,25272,Late
P10595,L6687,2026-06-14,24716,Missed
P10596,L5349,2025-06-11,92276,Paid
P10597,L6771,2026-04-10,91706,Late
P10598,L5669,2026-07-18,38162,Paid
P10599,L6491,2026-07-02,79587,Late
