Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Application_Date,Loan_Status
L6586,C1356,Business Loan,2679339,15.94,24,2025-03-16,Approved
L6587,C1415,Personal Loan,52419,15.53,36,2024-05-05,Approved
L6588,C1962,Business Loan,2060828,9.01,24,2025-11-24,Approved
L6589,C1514,Education Loan,868976,8.86,12,2024-08-06,Approved
L6590,C1213,Education Loan,1034644,14.21,180,2024-10-04,Approved
L6591,C1853,Auto Loan,636700,12.0,60,2025-04-29,Approved
L6592,C1073,Home Loan,2043517,16.01,12,2025-08-17,Approved
L6593,C1562,Auto Loan,1424858,6.79,240,2024-05-20,Rejected
L6594,C1578,Personal Loan,390641,13.82,180,2026-04-25,Approved
L6595,C1508,Auto Loan,832899,15.27,48,2025-08-29,Approved
L6596,C1331,Auto Loan,1386135,18.42,180,2026-05-26,Rejected
L6597,C1092,Business Loan,2983552,14.65,120,2025-12-06,Approved
L6598,C1687,Home Loan,1748614,9.28,120,2024-04-19,Pending
L6599,C1656,Personal Loan,289040,7.8,12,2024-02-21,Default
L6600,C1518,Personal Loan,795778,14.19,84,2025-09-06,Approved
L6601,C1268,Auto Loan,1240206,12.78,48,2025-09-04,Default
L6602,C1375,Personal Loan,395182,17.29,24,2025-10-15,Rejected
L6603,C1833,Personal Loan,556805,15.22,120,2025-12-13,Default
L6604,C1003,Education Loan,1090671,12.62,240,2024-11-14,Rejected
L6605,C1137,Auto Loan,465161,11.34,60,2024-07-17,Approved
L6606,C1230,Home Loan,5342709,11.35,180,2026-03-06,Pending
L6607,C1599,Personal Loan,241196,9.22,60,2025-12-29,Approved
L6608,C1528,Education Loan,690608,6.71,120,2024-02-15,Approved
L6609,C1051,Personal Loan,285067,13.4,120,2025-05-19,Approved
L6610,C1645,Education Loan,437232,9.05,240,2025-06-23,Approved
L6611,C1722,Personal Loan,230786,9.0,36,2025-05-28,Approved
L6612,C1324,Business Loan,1642641,8.0,12,2026-06-13,Rejected
L6613,C1991,Home Loan,4736906,8.78,24,2024-01-17,Default
L6614,C1969,Home Loan,3078569,6.88,84,2024-11-10,Approved
L6615,C1904,Auto Loan,440678,14.59,240,2025-03-11,Default
L6616,C1730,Auto Loan,543275,11.32,36,2025-01-22,Default
L6617,C1716,Personal Loan,72063,13.24,24,2024-03-17,Approved
L6618,C1722,Education Loan,234670,14.14,12,2026-06-17,Approved
L6619,C1276,Personal Loan,60564,18.17,24,2025-01-05,Pending
L6620,C1535,Business Loan,3163564,7.32,36,2024-06-13,Approved
L6621,C1485,Education Loan,851794,11.52,120,2025-08-31,Rejected
L6622,C1515,Personal Loan,566939,9.45,24,2025-09-08,Rejected
L6623,C1151,Education Loan,411869,12.22,60,2024-01-24,Approved
L6624,C1954,Home Loan,4556150,17.55,24,2025-12-12,Approved
L6625,C1482,Personal Loan,155940,15.19,120,2024-02-04,Approved
L6626,C1258,Business Loan,1277444,14.44,180,2025-05-28,Approved
L6627,C1323,Auto Loan,786373,11.79,180,2026-03-11,Approved
L6628,C1868,Home Loan,2390726,14.55,180,2026-04-23,Pending
L6629,C1167,Home Loan,2120985,6.89,240,2026-05-03,Approved
L6630,C1687,Personal Loan,190777,13.53,12,2025-04-05,Default
L6631,C1309,Business Loan,486351,13.15,12,2024-05-17,Approved
L6632,C1802,Personal Loan,636759,10.66,24,2026-04-28,Rejected
L6633,C1478,Personal Loan,141080,8.92,84,2025-07-27,Rejected
L6634,C1055,Home Loan,3370202,16.19,12,2026-03-21,Default
L6635,C1619,Home Loan,1256195,7.15,60,2025-12-09,Rejected
L6636,C1472,Home Loan,5312276,7.34,60,2026-06-07,Approved
L6637,C1295,Personal Loan,541422,11.79,48,2025-07-24,Default
L6638,C1460,Personal Loan,429028,9.53,60,2024-09-21,Rejected
L6639,C1323,Personal Loan,682295,15.45,12,2024-11-28,Approved
L6640,C1813,Business Loan,1913798,14.11,84,2024-07-06,Rejected
L6641,C1845,Personal Loan,580338,15.77,120,2024-03-03,Pending
L6642,C1140,Education Loan,1128520,10.4,180,2026-03-30,Approved
L6643,C1666,Education Loan,809038,15.39,24,2024-10-05,Approved
L6644,C1261,Education Loan,186332,16.85,120,2025-06-25,Pending
L6645,C1784,Business Loan,1181037,10.64,84,2024-06-19,Rejected
L6646,C1419,Personal Loan,530579,10.58,240,2025-05-17,Approved
L6647,C1743,Personal Loan,305540,17.3,180,2025-06-16,Approved
L6648,C1240,Home Loan,1054547,7.1,48,2024-10-25,Approved
L6649,C1354,Personal Loan,360112,10.7,240,2024-07-19,Rejected
L6650,C1848,Education Loan,371251,7.92,12,2024-05-14,Pending
L6651,C1769,Auto Loan,1763332,6.85,84,2024-09-28,Approved
L6652,C1760,Business Loan,2977221,7.85,180,2025-06-18,Approved
L6653,C1588,Personal Loan,316013,11.67,48,2025-03-17,Approved
L6654,C1179,Business Loan,755911,14.74,24,2024-03-27,Rejected
L6655,C1065,Personal Loan,503638,9.97,24,2024-01-31,Approved
L6656,C1819,Home Loan,2136371,16.7,12,2024-04-30,Approved
L6657,C1347,Home Loan,3391661,11.75,60,2024-03-09,Approved
L6658,C1170,Education Loan,123446,18.12,84,2025-10-07,Rejected
L6659,C1473,Home Loan,2017756,17.95,48,2026-06-01,Approved
L6660,C1533,Business Loan,2925263,15.78,48,2026-04-06,Approved
L6661,C1366,Business Loan,2541678,17.69,60,2025-05-10,Pending
L6662,C1106,Business Loan,3056444,14.99,60,2024-05-25,Approved
L6663,C1438,Personal Loan,255162,17.25,240,2024-11-28,Approved
L6664,C1834,Business Loan,3513693,9.34,180,2025-04-25,Default
L6665,C1226,Education Loan,566196,10.65,240,2024-09-19,Approved
L6666,C1443,Personal Loan,322654,15.54,36,2024-10-19,Approved
L6667,C1441,Personal Loan,487261,11.59,36,2025-03-04,Approved
L6668,C1395,Personal Loan,715897,16.55,12,2024-03-26,Rejected
L6669,C1727,Personal Loan,515899,17.03,84,2024-01-16,Approved
L6670,C1580,Home Loan,3003087,10.1,48,2025-12-28,Pending
L6671,C1083,Business Loan,3252718,16.38,180,2025-09-19,Approved
L6672,C1614,Home Loan,5752297,8.35,24,2024-04-27,Approved
L6673,C1550,Home Loan,5495747,10.51,24,2024-09-26,Rejected
L6674,C1012,Business Loan,2651130,12.72,120,2025-01-29,Default
L6675,C1808,Personal Loan,719142,9.22,60,2026-05-04,Approved
L6676,C1824,Business Loan,676924,13.45,12,2024-06-10,Pending
L6677,C1692,Home Loan,1187688,13.44,120,2025-11-30,Approved
L6678,C1492,Auto Loan,716404,8.98,120,2024-04-13,Approved
L6679,C1267,Personal Loan,387864,16.05,84,2025-10-14,Approved
L6680,C1524,Auto Loan,1270648,14.08,48,2024-06-15,Approved
L6681,C1119,Personal Loan,131015,10.31,180,2024-10-26,Approved
L6682,C1969,Education Loan,325075,9.29,24,2024-01-28,Approved
L6683,C1352,Personal Loan,794298,17.05,24,2025-02-27,Approved
L6684,C1056,Business Loan,3518474,16.53,24,2026-02-22,Approved
L6685,C1039,Home Loan,5171078,9.26,36,2025-07-15,Pending
L6686,C1885,Personal Loan,414404,6.93,84,2026-06-01,Default
L6687,C1335,Auto Loan,599273,16.15,12,2024-06-04,Rejected
L6688,C1639,Personal Loan,178259,13.89,24,2024-11-19,Approved
L6689,C1172,Education Loan,130916,7.71,24,2024-12-13,Approved
L6690,C1546,Business Loan,851556,13.55,12,2024-04-30,Rejected
L6691,C1258,Education Loan,123259,11.93,36,2025-10-13,Default
L6692,C1887,Personal Loan,496799,15.79,120,2025-06-11,Approved
L6693,C1516,Auto Loan,803688,9.01,12,2026-03-31,Pending
L6694,C1729,Auto Loan,496437,11.94,120,2025-07-14,Default
L6695,C1522,Education Loan,1155619,8.37,60,2024-06-12,Pending
L6696,C1893,Personal Loan,755790,17.99,240,2024-03-02,Approved
L6697,C1838,Home Loan,5101313,15.84,24,2024-12-05,Approved
L6698,C1116,Home Loan,2661317,15.34,12,2025-10-27,Approved
L6699,C1183,Personal Loan,569466,14.78,240,2024-11-07,Approved
L6700,C1905,Personal Loan,687547,11.58,180,2025-01-10,Approved
L6701,C1873,Home Loan,4046532,17.58,84,2024-12-11,Approved
L6702,C1115,Business Loan,369000,7.38,60,2024-05-29,Rejected
L6703,C1161,Business Loan,384179,16.14,180,2026-06-06,Approved
L6704,C1578,Auto Loan,1723282,9.08,180,2025-08-07,Approved
L6705,C1711,Home Loan,1584514,10.39,60,2025-08-03,Rejected
L6706,C1542,Personal Loan,73880,12.73,120,2024-06-25,Rejected
L6707,C1586,Business Loan,2219587,15.89,12,2024-12-19,Rejected
L6708,C1236,Business Loan,3839199,16.56,48,2025-05-28,Approved
L6709,C1838,Business Loan,694718,13.5,24,2024-11-04,Rejected
L6710,C1065,Education Loan,825552,11.34,36,2024-04-28,Approved
L6711,C1069,Personal Loan,519054,17.86,12,2025-06-02,Approved
L6712,C1808,Education Loan,957398,9.46,24,2026-02-05,Rejected
L6713,C1446,Home Loan,3069590,16.14,12,2025-04-22,Approved
L6714,C1415,Personal Loan,470641,13.84,180,2025-02-17,Approved
L6715,C1531,Education Loan,545544,11.02,48,2025-08-09,Approved
L6716,C1440,Personal Loan,641684,6.52,36,2024-12-16,Approved
L6717,C1737,Personal Loan,383838,11.86,12,2025-05-20,Approved
L6718,C1945,Home Loan,4344750,9.82,24,2024-07-13,Pending
L6719,C1463,Home Loan,5473794,7.75,36,2024-07-05,Approved
L6720,C1920,Business Loan,3200690,7.4,36,2025-03-25,Default
L6721,C1395,Personal Loan,106731,10.67,84,2025-05-10,Approved
L6722,C1710,Personal Loan,125010,13.88,180,2025-05-29,Approved
L6723,C1550,Personal Loan,299091,16.55,84,2025-11-26,Approved
L6724,C1656,Personal Loan,344743,8.7,24,2026-04-26,Approved
L6725,C1556,Personal Loan,121326,11.6,24,2024-09-29,Rejected
L6726,C1394,Auto Loan,973164,11.2,120,2026-05-29,Approved
L6727,C1325,Home Loan,1137850,12.66,12,2024-02-21,Approved
L6728,C1892,Education Loan,588968,16.22,12,2024-09-19,Rejected
L6729,C1918,Business Loan,2855280,13.14,120,2025-01-02,Approved
L6730,C1090,Auto Loan,254645,16.66,240,2024-05-12,Pending
L6731,C1749,Personal Loan,581520,12.72,60,2024-08-12,Rejected
L6732,C1069,Personal Loan,521426,13.75,12,2024-11-05,Approved
L6733,C1165,Business Loan,1927630,11.75,60,2025-07-26,Approved
L6734,C1641,Home Loan,2493465,16.38,12,2026-05-26,Approved
L6735,C1213,Education Loan,181588,17.59,240,2024-01-16,Pending
L6736,C1851,Business Loan,1528190,14.17,48,2026-01-10,Approved
L6737,C1600,Business Loan,3975929,16.35,240,2024-07-13,Approved
L6738,C1334,Business Loan,413693,7.21,24,2026-02-01,Approved
L6739,C1763,Auto Loan,210567,17.37,120,2025-03-18,Approved
L6740,C1368,Personal Loan,612667,8.77,24,2024-10-29,Approved
L6741,C1860,Business Loan,2078904,9.58,48,2024-02-17,Pending
L6742,C1583,Home Loan,3028553,7.14,84,2026-01-16,Approved
L6743,C1676,Personal Loan,255459,18.08,24,2024-04-30,Default
L6744,C1048,Auto Loan,261032,16.72,24,2025-05-13,Pending
L6745,C1051,Auto Loan,899438,17.46,24,2026-04-11,Approved
L6746,C1288,Business Loan,1175094,16.67,36,2025-07-15,Approved
L6747,C1789,Auto Loan,1794164,12.25,60,2025-04-13,Approved
L6748,C1625,Personal Loan,494161,17.59,240,2024-02-10,Rejected
L6749,C1238,Business Loan,2977049,18.13,84,2025-03-31,Approved
L6750,C1132,Education Loan,291634,12.53,240,2025-06-17,Default
L6751,C1998,Auto Loan,814333,8.61,60,2025-01-05,Approved
L6752,C1785,Personal Loan,798005,14.4,84,2024-06-30,Approved
L6753,C1165,Home Loan,1019162,18.21,180,2025-05-31,Rejected
L6754,C1373,Auto Loan,1276252,16.97,36,2025-10-18,Approved
L6755,C1372,Personal Loan,504926,16.84,24,2026-05-18,Pending
L6756,C1804,Personal Loan,794700,17.71,36,2025-08-12,Approved
L6757,C1477,Auto Loan,1416571,17.23,240,2024-08-18,Approved
L6758,C1754,Home Loan,2140522,15.82,84,2026-03-19,Approved
L6759,C1478,Home Loan,2201051,15.12,48,2024-12-13,Pending
L6760,C1831,Personal Loan,506120,9.68,36,2025-04-23,Approved
L6761,C1649,Home Loan,4070514,13.96,24,2024-07-27,Default
L6762,C1590,Education Loan,951601,12.76,48,2025-11-05,Approved
L6763,C1681,Personal Loan,642435,16.84,240,2025-11-10,Approved
L6764,C1634,Personal Loan,596363,12.4,48,2024-10-04,Approved
L6765,C1687,Auto Loan,930076,8.03,60,2026-01-18,Approved
L6766,C1299,Business Loan,3455032,6.56,180,2025-11-18,Approved
L6767,C1081,Auto Loan,329851,14.63,24,2024-02-22,Approved
L6768,C1086,Personal Loan,432873,13.1,36,2026-05-10,Rejected
L6769,C1224,Personal Loan,109622,10.47,84,2024-01-10,Approved
L6770,C1015,Business Loan,3762087,8.53,120,2025-10-19,Approved
L6771,C1821,Personal Loan,682942,12.1,48,2026-01-08,Approved
L6772,C1357,Auto Loan,1654313,7.7,12,2026-01-17,Rejected
L6773,C1162,Home Loan,4194837,10.53,120,2025-04-08,Approved
L6774,C1609,Personal Loan,336172,11.05,240,2026-01-23,Approved
L6775,C1667,Education Loan,663616,12.09,12,2026-03-27,Approved
L6776,C1513,Education Loan,389445,12.1,12,2025-08-05,Rejected
L6777,C1349,Auto Loan,500159,9.58,12,2024-06-06,Pending
L6778,C1908,Personal Loan,792636,16.7,120,2024-01-19,Approved
L6779,C1680,Personal Loan,611133,10.77,240,2024-02-24,Approved
L6780,C1463,Auto Loan,375231,9.26,36,2025-12-27,Pending
L6781,C1826,Auto Loan,505858,8.61,180,2025-12-21,Default
L6782,C1836,Personal Loan,130722,10.37,240,2024-01-21,Rejected
L6783,C1374,Personal Loan,337374,7.31,36,2024-10-08,Default
L6784,C1091,Personal Loan,666842,6.89,36,2026-01-30,Rejected
L6785,C1180,Business Loan,3494990,13.76,12,2025-06-23,Rejected
L6786,C1742,Education Loan,1107705,13.93,24,2025-02-20,Approved
L6787,C1300,Business Loan,341722,12.86,120,2026-03-18,Approved
L6788,C1659,Personal Loan,745519,15.65,36,2025-12-23,Approved
L6789,C1791,Business Loan,540740,6.97,120,2024-10-11,Pending
L6790,C1188,Personal Loan,661340,17.73,60,2025-06-15,Default
L6791,C1858,Home Loan,4046536,7.64,180,2025-06-15,Rejected
L6792,C1861,Education Loan,355416,14.59,60,2025-05-25,Approved
L6793,C1313,Personal Loan,312128,8.1,36,2026-04-21,Approved
L6794,C1492,Home Loan,3667492,17.06,240,2025-01-30,Approved
L6795,C1922,Personal Loan,363030,12.63,120,2024-04-29,Approved
L6796,C1921,Personal Loan,470411,7.49,60,2024-04-06,Approved
L6797,C1127,Auto Loan,304697,13.9,120,2024-04-29,Default
L6798,C1518,Auto Loan,1736651,6.61,240,2025-06-20,Approved
L6799,C1425,Education Loan,857130,15.81,60,2024-06-01,Approved
